Symbol,ROE,DebtToEquity,EPS,BookValuePerShare,CurrentRatio,NetProfitMargin,Segment,DilutedEPS,RevenueCr,NetProfitCr,OperatingMargin,ROA,TotalDebtCr,EquityCr,TotalAssetsCr,CashCr,SharesOutstandingCr,EffectiveTaxRate
GTLINFRA,-14.94,-1.0385,0.6,-4.07,0.09,56.8,TELECOM TOWERS ON SHARE BASIS,0.6,1371.97,779.26,,24.93,5415.95,-5215.03,3125.29,116.29,1280.911,
GTPL,0.66,0.1936,0.52,79.14,0.56,0.24,Media & Entertainment,0.52,2450.78,5.88,,0.27,172.32,890.08,2189.99,15.87,11.2463,
GUFICBIO,9.66,0.5792,6.4,66.31,1.55,6.8,The Company's business activity falls within a single operating segment i.e. Pharmaceuticals,6.4,944.01,64.21,,4.78,385.16,664.99,1342.37,62.19,10.0283,
GUJALKALI,-0.05,0.1094,-0.33,706.82,1.26,-0.06,Chemicals,-0.33,4358.08,-2.41,,-0.03,567.63,5190.89,7532.58,157.22,7.344,
GUJAPOLLO,1.17,0.0806,4.8,390.88,4.64,11.23,Manufacturing of Construction and Mining Machineries,4.8,52.98,5.95,,1.05,40.85,506.97,564.43,0.68,1.297,
GUJGASLTD,8.9,0.1623,21.55,201.29,1.86,6.87,,21.55,24424.73,1677.58,,6.09,3060.03,18858.14,27545.92,978.36,93.685,
GUJRAFFIA,4.71,0.0295,1.94,41.12,4.54,1.18,NA,1.94,88.56,1.05,,3.78,0.66,22.23,27.72,4.03,0.5404,
GUJTHEM,16.22,0.5556,4.28,26.41,1.12,28.15,Pharmaceuticals,4.28,165.82,46.68,,9.27,159.87,287.76,503.43,3.12,10.8965,
GULFOILLUB,21.78,0.3248,70.47,320.57,1.85,8.5,Lubricants,69.72,4056.04,344.85,,11.44,514.34,1583.64,3014.97,1135.89,4.94,
GULFPETRO,7.46,0.0561,5.19,69.63,4.69,4.12,,0.0,642.61,26.47,,6.16,19.9,355.01,429.97,2.51,5.0984,
GULPOLY,14.91,0.4349,17.18,115.21,1.23,4.63,,17.18,2312.42,107.15,,8.21,312.52,718.58,1304.39,27.76,6.2371,
GVKPIL,563.01,-1.9733,-6.58,-1.17,0.15,,Manpower & Consultancy Services,-6.58,0.0,-1039.31,,-424.19,364.27,-184.6,245.01,44.32,157.92,
GVPIL,43.36,0.0,37.58,86.65,1.34,19.9,Power Generation equipments and related services,37.58,1269.39,252.61,,11.81,,582.54,2138.38,424.57,6.723,
GVPTECH,-111.05,0.1893,-5.37,4.74,1.93,-1407.8,IT goods and services and payment Aggregation Business,-5.16,6.48,-91.26,,-75.48,15.55,82.18,120.92,28.93,17.3448,
GVT&D,45.84,0.0,48.16,105.07,1.33,19.87,The Company is engaged in the business relating to products| projects and systems for electricity transmission and related activities only. Accordingly| the Company has only one operating segment.,48.16,6206.31,1233.25,,15.93,,2690.29,7739.43,1525.26,25.605,
HAL,22.21,0.0,136.3,613.72,2.61,27.55,Design| Development| Manufacture| Repair and Overhaul of Aircraft| Helicopter| Engines| Avionics Systems,136.3,33088.82,9115.52,,6.88,,41044.6,132414.59,3767.66,66.878,
HALDER,17.46,0.0232,25.65,157.31,1.2,4.94,,25.65,646.2,31.9,,5.25,360.71,182.72,607.54,15.94,1.1615,
HALEOSLABS,7.75,0.4742,57.26,759.29,1.04,5.33,Bulk Drugs / API's,57.26,333.79,17.8,,3.92,108.85,229.56,454.41,1.21,0.3023,
HAPPSTMNDS,13.69,0.0087,14.88,108.93,1.46,12.98,,14.87,1726.02,224.12,,6.63,1353.8,1636.6,3381.28,57.64,15.025,
HAPPYFORGE,14.17,0.0015,31.99,225.56,2.35,19.51,FORGING & MACHINING,31.92,1546.34,301.63,,11.46,329.62,2128.13,2632.81,25.72,9.4351,
HARDWYN,3.26,0.0134,0.27,8.32,2.13,6.62,,0.27,199.86,13.23,,2.84,5.44,406.3,466.05,0.22,48.8434,
HARIOMPIPE,11.73,0.571,24.49,208.81,1.67,4.55,MANUFACTURING OF STEEL PRODUCTS,24.49,1666.95,75.83,,6.41,369.26,646.64,1182.42,0.45,3.0967,
HARRMALAYA,16.31,0.6028,15.79,96.79,0.45,5.4,,15.79,539.08,29.13,,5.8,107.67,178.62,501.89,3.07,1.8454,
HARSHA,12.37,0.0308,19.42,157.02,3.66,14.4,,19.42,1228.2,176.8,,10.39,44.04,1429.53,1702.18,17.03,9.104,
HATHWAY,1.37,0.0,0.37,26.95,7.42,11.23,Internet Service,0.37,581.98,65.38,,1.32,,4770.7,4968.94,20.38,177.01,
HATSUN,18.32,0.685,15.99,87.28,0.52,3.58,Milk and Milk Products,15.99,9959.22,356.2,,8.02,1331.95,1944.52,4442.51,49.38,22.28,
HAVELLS,17.84,0.0,26.95,,1.71,7.5,,26.94,22527.77,1689.25,,11.46,,9468.67,14746.25,790.62,,
HAVISHA,-24.58,0.527,-0.06,0.68,0.62,-37.28,,-0.06,13.51,-5.04,,-6.7,10.8,20.5,75.13,0.17,30.3342,
HBLENGINE,36.81,0.0199,29.39,79.85,3.57,24.67,,29.39,3302.83,814.89,,27.7,43.99,2213.48,2941.67,528.21,27.72,
HBSL,-13.78,0.0,-15.16,110.03,,-420.12,Financial Services,-15.16,2.58,-10.82,,-11.84,,78.54,91.43,1.25,0.7138,
HCC,7.78,0.0049,0.75,8.12,1.14,4.17,,0.75,3969.59,165.52,,1.95,1019.15,2127.15,8491.78,381.41,261.95,
HCG,0.91,0.3534,1.03,107.49,1.6,1.07,Healthcare,1.02,1365.3,14.58,,0.5,567.05,1604.78,2917.34,474.11,14.93,
HCL-INSYS,11.1,-1.1228,-1.0,-9.01,0.34,-152.29,Distribution and IT Services,-1.0,21.61,-32.91,,-7.48,332.99,-296.57,440.24,9.27,32.92,
HCLTECH,29.45,0.0004,28.17,95.39,1.49,13.86,,28.12,55031.0,7627.0,,16.24,10.0,25898.0,46974.0,601.0,271.5,
HDBFS,12.31,0.0503,30.97,248.87,,13.8,,30.88,18429.67,2543.78,,2.06,,20664.04,123651.52,1246.12,83.0327,
HDFCAMC,30.97,0.0,66.77,215.42,,69.33,ASSET MANAGEMENT SERVICES,66.5,4122.16,2858.06,,28.61,,9228.71,9991.44,11.58,42.84,
HDFCBANK,,,,,,,,,,,,,,,4908040.84,,1539.34,
HDFCLIFE,,,,,1.05,,,,,,,,,,379344.58,,,4.83
HEADSUP,-0.21,0.0,-0.01,6.94,1.22,-0.19,Single segment,-0.01,17.26,-0.03,,-0.07,,15.33,45.09,1.03,2.2083,
HEALTHX,-0.19,0.0,0.37,240.57,,-0.11,,0.37,1319.27,-1.45,,-0.15,,765.27,935.77,30.19,3.181,
HECPROJECT,19.17,0.6751,11.63,60.65,1.51,7.14,EPC-ELECTRO MECHANICAL PROJECT,11.63,176.49,12.6,,9.3,44.38,65.74,135.48,1.4,1.0838,
HEG,7.17,0.1667,17.69,246.52,2.21,13.29,,17.69,2568.5,341.36,,5.54,793.28,4757.92,6165.75,40.59,19.3,
HEIDELBERG,9.77,0.0,5.91,60.54,1.1,5.75,Manufacturing and Sale of Cement,5.91,2329.59,133.97,,5.49,,1371.85,2438.25,67.49,22.662,
HEMIPROP,-2.59,0.0599,-0.39,15.22,0.31,-1130.6,Reality,-0.39,0.99,-11.22,,-0.96,26.0,433.71,1162.85,25.04,28.5,
HERANBA,-10.08,0.7441,-19.1,192.4,1.08,-4.86,Single segment,-19.1,1594.99,-77.57,,-3.94,572.76,769.78,1970.15,23.83,4.001,
HERITGFOOD,13.55,0.2925,16.22,119.41,1.4,3.32,,16.22,4525.99,150.14,,7.7,324.13,1108.11,1949.81,64.71,9.2796,
HEROMOTOCO,26.48,0.0229,287.01,1090.01,1.91,12.18,Automotive,286.72,47411.24,5775.7,,17.27,498.55,21811.02,33452.59,686.71,20.01,
HESTERBIO,15.63,0.5119,67.57,432.34,1.37,17.28,,67.57,332.6,57.48,,8.48,188.25,367.79,677.94,2.77,0.8507,
HEXAGON,16.49,0.1044,3.45,20.91,3.9,11.95,Nutrition Product Manufacturing,3.1,319.12,38.15,,12.49,24.14,231.34,305.49,9.77,11.063,
HEXATRADEX,-0.19,0.0019,-1.58,835.45,3.38,-190.25,,-1.58,4.58,-8.72,,-0.16,8.63,4615.51,5320.89,0.06,5.5245,
HEXT,,,5.77,,,9.73,,5.71,3613.0,351.6,,,,,,,60.9,
HFCL,6.66,0.3462,2.13,32.34,1.99,6.66,,2.13,4949.27,329.44,,3.72,1713.37,4948.59,8867.58,37.67,153.03,
HGINFRA,10.05,0.015,50.61,503.51,1.11,6.3,,50.61,5234.67,329.81,,3.03,4933.93,3281.43,10901.02,95.01,6.5171,
HGM,-14.98,0.7496,-2.42,16.19,1.16,-5.13,ITES,-2.42,59.48,-3.05,,-4.19,15.28,20.39,72.92,6.28,1.2595,
HGS,0.06,0.1534,6.92,1813.44,3.34,0.11,,6.92,4307.36,4.94,,0.04,1294.02,8436.1,11563.65,568.94,4.652,
HIKAL,-4.07,0.0056,-3.96,97.07,1.3,-2.85,,-3.96,1712.6,-48.8,,-2.06,681.1,1198.8,2365.4,9.6,12.35,
HILINFRA,14.06,0.4019,4.81,31.83,1.92,5.35,Infrastructure,4.81,600.39,32.1,,8.82,91.73,228.26,363.89,5.65,7.1721,
HILTON,2.28,0.3305,1.34,43.53,2.64,1.5,ManufacturingofForgingComponents,1.34,230.37,3.45,,1.46,49.92,151.03,236.05,6.95,3.4697,
HIMATSEIDE,2.57,1.1216,4.78,185.72,1.36,3.19,Textiles,4.78,1882.4,60.13,,0.99,2619.28,2335.23,6092.74,37.41,12.5742,
HINDALCO,9.8,0.7076,60.31,615.29,1.21,4.87,,60.2,274944.0,13391.0,,3.85,96659.0,136595.0,347795.0,14350.0,222.0,
HINDCOMPOS,2.72,0.0,21.06,775.96,2.24,8.3,,21.06,375.01,31.11,,2.46,,1145.32,1264.43,1.71,1.476,
HINDCON,5.3,0.1859,0.84,15.08,3.46,4.74,Sodium Silicate and Construction Chemicals,0.84,65.02,3.08,,4.03,10.8,58.08,76.49,7.56,3.8525,
HINDCOPPER,27.48,0.0329,9.5,34.56,1.68,29.84,The group has  manufacturing facilities upto  refined  copper  production & continuous copper wire rods and  is primarily  engaged in  the business of mining and processing of copper ore into copper concentrate| which  has been  grouped  as a single  segment in the  above  disclosures. The  said  treatment is in accordance with the 'Ind AS 108 -Operating Segments'.,9.5,3077.92,918.54,,20.8,109.91,3342.2,4415.68,395.86,96.702,
HINDOILEXP,4.53,0.0359,4.74,104.7,1.1,23.84,Oil and Gas,4.74,263.15,62.75,,2.89,49.77,1384.71,2170.79,19.81,13.2259,
HINDPETRO,27.53,0.0078,84.81,308.09,0.64,3.77,,84.81,478866.0,18046.89,,8.89,50898.87,65556.12,203039.24,124.29,212.782,
HINDUNILVR,30.73,0.0,64.01,208.54,1.22,23.36,,64.0,64468.0,15059.0,,18.88,,49008.0,79752.0,2583.0,235.0,
HINDWAREAP,-5.26,0.9496,-4.74,89.23,0.98,-1.56,,-4.74,2510.28,-39.25,,-1.6,708.74,746.37,2451.78,33.29,8.365,
HINDZINC,61.01,0.0037,32.45,53.2,1.47,33.73,,32.45,40658.0,13712.0,,32.51,8252.0,22475.0,42173.0,292.0,422.5,
HIRECT,18.75,1.1502,13.68,59.88,1.12,3.86,,13.63,999.12,38.6,,5.83,236.71,205.81,662.07,3.91,3.437,
HISARMETAL,5.14,1.3166,6.41,121.74,1.78,1.29,STAINLESS STEEL COLD ROLLING AND STEEL TUBES,6.41,261.96,3.38,,2.07,86.55,65.74,163.68,0.27,0.54,
HITECH,5.71,0.2006,7.54,65.65,2.17,1.81,Manufacturing of ERW Steel Tubes and Pipes,7.54,4200.07,76.16,,3.76,267.51,1333.48,2023.62,21.66,20.3108,
HITECHCORP,5.34,0.4653,8.84,165.72,1.25,2.37,Manufacturing of Plastic Containers,8.84,640.4,15.19,,3.11,132.43,284.64,488.84,5.29,1.7176,
HITECHGEAR,4.01,0.3493,11.16,277.81,2.01,2.31,,11.15,908.42,20.98,,2.5,182.53,522.64,839.3,6.33,1.8813,
HLEGLAS,9.15,0.5067,7.2,89.01,1.19,4.18,,7.2,1352.98,56.57,,4.09,313.25,618.25,1381.8,34.36,6.9455,
HLVLTD,0.44,0.0234,0.03,7.14,1.75,1.04,Hoteliening,0.03,200.92,2.08,,0.32,11.0,471.03,642.39,20.28,65.925,
HMAAGRO,17.16,0.009,3.29,19.22,1.26,2.39,EXPORT OF FROZEN BUFFALO MEAT,3.29,6916.49,165.19,,6.85,850.03,962.46,2412.87,135.79,50.077,
HMT,,,0.56,,,111.76,Food Processing Machinery,0.56,17.94,20.05,,,,,,,35.56,
HMVL,3.07,0.0417,6.61,215.47,1.51,6.58,,6.61,739.64,48.69,,1.97,66.27,1587.39,2465.78,16.56,7.367,
HNDFDS,10.97,0.5218,9.89,91.04,1.7,3.64,Contract Manufacturing,9.89,3275.62,119.37,,5.1,567.7,1087.93,2338.36,13.18,11.95,
HOMEFIRST,12.4,0.0,52.35,417.57,,28.22,Housing Finance,51.59,1914.59,540.38,,3.56,,4356.54,15166.54,448.7,10.433,
HONASA,14.18,0.0,6.15,,1.69,8.37,Beauty and Personal care,6.12,2391.94,200.19,,9.57,,1411.85,2092.49,119.22,,
HONAUT,11.76,0.0,593.81,22586840.38,3.53,11.21,Automation & Control Systems,593.81,4681.9,525.0,,8.43,,4462.7,6229.0,564.7,0.0002,
HONDAPOWER,8.0,0.0,63.33,792.28,3.36,7.42,Power Products,63.33,865.45,64.24,,6.23,,803.37,1031.82,66.33,1.014,
HPAL,3.68,0.0174,0.75,20.38,3.53,2.77,Manufacturing of Adhesives & Sealants,0.75,248.67,6.88,,2.97,3.26,187.25,231.54,0.8,9.1875,
HPIL,5.05,0.6018,2.4,47.65,2.55,2.39,Manufacturing| dealing and trading of Dyes| Intermediates| Auxiliary| chemicals,2.4,115.06,2.75,,3.01,32.76,54.43,91.36,3.0,1.1424,
HPL,9.1,0.7479,14.15,155.92,1.36,5.04,,14.15,1811.1,91.25,,3.8,749.76,1002.54,2398.33,32.71,6.43,
HSCL,15.86,0.161,15.08,94.39,2.28,16.2,,15.02,4660.7,755.07,,11.97,766.56,4762.08,6306.39,164.76,50.45,
HTMEDIA,-2.44,0.0033,-2.35,86.31,1.11,-2.72,,-2.35,1803.31,-49.07,,-1.24,661.66,2008.97,3969.18,50.48,23.275,
HUBTOWN,6.14,0.4488,10.62,187.52,1.96,25.41,Real Estate,10.62,643.51,163.52,,2.59,1195.97,2664.73,6302.43,140.95,14.21,
HUDCO,18.36,0.0643,20.15,109.77,,30.68,Infrastructure Finance,20.15,13150.4,4034.37,,2.42,,21975.46,166838.05,2.08,200.19,
HUHTAMAKI,,,3.39,,,4.18,Consumer Packaging,3.39,613.1,25.6,,,,,,,7.555,
HYBRIDFIN,6.11,0.0159,0.92,15.0,16.19,47.61,Stock Brokers| Finance Brokers and Related Activities,0.92,5.67,2.7,,4.97,0.7,44.16,54.33,3.8,2.9436,
HYUNDAI,27.14,0.0498,66.85,246.33,1.56,7.68,Automobile,66.85,70763.33,5431.52,,15.79,996.5,20015.02,34404.26,8711.67,81.2541,
IBULLSLTD,-0.72,0.0,-0.21,28.42,,-39.09,,-0.21,116.08,-45.38,,-0.61,,6346.84,7479.27,21.44,223.34,
ICDSLTD,3.65,0.0,0.84,23.0,6.27,45.7,,0.84,2.39,1.09,,3.31,,29.96,33.02,0.6,1.3027,
ICEMAKE,9.15,1.1379,7.73,84.04,1.17,1.82,The company operates in a single segment and in line with Ind AS 108 Operating Segment the operation of the company fall under manufacturing of cold room freezer,7.73,668.2,12.13,,2.39,150.89,132.61,507.95,1.77,1.578,
ICICIAMC,79.07,0.0,66.73,84.39,,57.22,ASSET MANAGEMENT SERVICES,66.73,5764.63,3298.26,,65.31,,4171.17,5050.38,133.97,49.426,
ICICIBANK,,,,,,,,,,,,,,,2914497.97,,716.115,
ICICIGI,,,,,0.35,,,,,,,,,,16072.25,,,
ICICIPRULI,,,,,1.14,,,,,,,,,,312725.22,,,-13.96
ICIL,5.38,0.4558,6.4,118.92,1.71,3.06,Textiles,6.4,4141.35,126.68,,2.82,1073.66,2355.3,4491.83,113.56,19.8054,
ICRA,14.32,0.0,131.68,917.1,3.87,38.6,Ratings & ancillary services,131.46,328.24,126.71,,12.2,,885.11,1038.32,11.49,0.9651,
IDBI,,,,,,,,,,,,,,,467386.11,,1075.24,
IDEA,-96.63,-4.1796,3.21,-3.3,0.55,77.0,Mobility,3.21,44873.0,34552.0,,18.03,149455.0,-35758.0,191638.0,2106.0,10834.3,
IDEAFORGE,-2.84,0.1204,-3.9,138.42,2.62,-7.53,Operating Segment,-3.9,226.13,-17.03,,-2.13,72.13,599.04,798.72,32.95,4.3276,
IDFCFIRSTB,,,,,,,,,,,,,,,399774.64,,860.17,
IEX,36.12,0.0,5.54,15.32,2.0,80.07,Power Exchange,5.54,615.65,492.92,,20.24,,1364.56,2435.75,37.36,89.0895,
IFBAGRO,8.39,0.1094,60.3,718.57,4.33,2.95,,60.3,1911.57,56.48,,6.47,73.64,673.3,872.31,175.62,0.937,
IFBIND,14.43,0.0161,35.43,241.0,1.33,2.55,,35.43,5619.48,143.56,,5.78,16.02,994.86,2483.73,120.58,4.128,
IFCI,2.8,0.0,0.69,57.55,,21.01,Financing,0.69,2068.84,434.71,,1.64,,15504.53,26570.37,815.55,269.431,
IFGLEXPOR,5.49,0.1809,5.39,98.22,2.35,3.5,Manufacturer| Trading and sale of Refractories based on Customer specifications,5.39,1109.41,38.84,,3.84,128.09,708.0,1012.51,0.54,7.208,
IGARASHI,2.6,0.2765,3.86,148.25,1.1,1.4,,3.86,865.92,12.15,,1.46,129.01,466.63,834.29,3.11,3.1475,
IGCL,8.71,0.3851,6.72,72.65,1.91,5.68,Agro chemicals,6.72,704.63,40.03,,4.86,176.91,459.34,823.39,12.31,6.3224,
IGIL,27.85,0.0,16.69,59.95,8.25,57.61,Certification of Diamonds| gemstones| jewellery and related education.,16.15,1252.42,721.48,,26.49,,2590.84,2723.77,2.64,43.216,
IGL,13.39,0.0023,11.07,82.32,1.16,8.65,NATURAL GAS,11.07,17846.31,1543.51,,9.06,26.59,11525.02,17028.36,169.45,140.0,
IGPL,0.17,0.2669,0.72,432.78,1.37,0.12,Trading of chemicals,0.72,1924.98,2.22,,0.1,355.72,1332.89,2300.47,27.06,3.0798,
IIFL,11.63,0.0443,39.07,367.25,,13.61,Financial and Investing Activities,38.75,13350.8,1816.7,,2.04,,15619.09,89059.04,3328.23,42.53,
IIFLCAPS,18.35,0.0059,18.08,98.61,,23.29,,17.07,2420.03,563.64,,5.9,,3071.07,9557.96,424.76,31.1435,
IITL,-2.86,0.0,-5.51,187.18,,78.65,,-5.51,-15.37,-12.09,,-2.84,,422.05,426.23,1.69,2.2548,
IKIO,6.82,0.0676,4.89,78.85,3.15,6.98,Manufacturing of LED Lighting,4.87,595.29,41.55,,5.42,41.2,609.37,767.17,21.75,7.7281,
IKS,25.77,0.2288,43.12,164.03,1.42,22.59,CARE ENABLEMENT PLATFORM PROVIDING TECHNOLOGY ENABLED SOLUTIONS TO HEALTHCARE PROVIDERS,42.26,3193.79,721.55,,16.91,640.67,2800.24,4267.88,388.72,17.071,
IL&FSENGG,-0.04,-0.8362,0.1,-243.28,0.14,0.71,Construction and Infrastructure,0.1,187.92,1.33,,0.08,2667.42,-3189.88,1629.15,19.74,13.112,
IMAGICAA,0.05,0.2731,0.01,22.16,0.51,0.17,,0.01,373.85,0.64,,0.04,342.51,1254.04,1754.15,16.12,56.5862,
IMFA,15.58,0.3388,78.64,505.26,1.44,15.03,,78.64,2826.31,424.72,,9.84,923.69,2726.37,4316.53,34.23,5.396,
IMPAL,4.18,0.0,77.36,1849.5,9.1,11.53,DISTRIBUTION OF AUTOMOBILE SPARE PARTS,77.36,837.11,96.55,,3.8,,2308.17,2539.61,24.52,1.248,
INA,1.63,0.0012,0.33,20.05,1.63,7.33,Solar PV Module,0.33,98.03,7.18,,1.32,51.86,441.86,544.04,1.92,22.0395,
INCREDIBLE,7.33,0.2099,2.54,33.6,3.41,1.37,IRON AND STEEL,2.54,840.3,11.52,,5.2,32.98,157.12,221.47,0.08,4.6764,
INDBANK,,,0.54,,,34.41,Stock Broking,0.54,6.9,2.38,,,,,,,4.4378,
INDGN,10.19,0.0,8.83,86.51,4.66,17.36,Where financial results contain both consolidated financial results and standalone financial results of the parent| segment information is required to be presented only in the consolidated financial results. Accordingly| segment information has been presented in the consolidated financial results.,8.78,1220.6,211.9,,8.54,,2080.5,2481.9,48.5,24.05,
INDHOTEL,15.04,0.0034,14.64,104.96,2.49,23.19,,14.64,9689.22,2247.25,,11.07,51.28,14939.32,20296.98,406.33,142.34,
INDIACEM,-0.66,0.1289,-2.17,326.69,0.92,-1.5,Cement and Cement Related products,-2.17,4484.69,-67.25,,-0.5,1304.81,10124.27,13403.06,13.76,30.99,
INDIAGLYCO,9.98,0.5382,45.95,437.6,0.74,2.98,,45.95,9826.63,292.76,,4.49,1578.47,2932.78,6522.95,31.87,6.702,
INDIAMART,19.78,0.0,79.07,399.4,2.34,30.25,,78.77,1569.0,474.7,,10.26,,2400.4,4624.6,80.4,6.01,
INDIANB,,,,,,,,,,,,,,,,,134.696,
INDIANCARD,1.08,0.0001,6.26,577.3,8.97,8.85,,6.26,42.03,3.72,,1.01,0.03,342.98,366.56,6.7,0.5941,
INDIANHUME,9.51,0.2768,26.79,281.76,2.03,10.81,,26.79,1305.57,141.11,,5.03,410.91,1484.36,2803.78,37.73,5.2682,
INDIASHLTR,15.73,0.0195,46.46,294.06,,32.92,Housing Finance,44.96,1528.39,503.15,,5.23,,3198.12,9614.98,129.38,10.8758,
INDIGO,-34.26,0.2585,-61.88,180.74,1.51,-2.82,AIR TRANSPORT SERVICES,-61.88,84961.9,-2393.6,,-1.76,1806.3,6987.4,136002.1,1323.9,38.66,
INDIGOPNTS,12.3,0.0,30.51,248.0,2.23,10.93,Paints,30.41,1330.12,145.39,,9.26,,1182.35,1569.93,28.54,4.7676,
INDIQUBE,-20.66,0.5634,-5.28,24.28,0.62,-7.33,Leasing of managed commercial workspaces of equiped premises,-5.28,1450.81,-106.34,,-1.63,290.03,514.75,6511.4,72.26,21.199,
INDLMETER,-0.04,-0.9498,0.14,-313.64,0.42,0.35,Electrical products like power & distrubution transformer| spares & hydeo project,0.14,31.38,0.11,,0.04,257.29,-270.88,265.7,0.96,0.8637,
INDNIPPON,13.54,0.0,49.14,363.08,2.51,10.4,Manufacture & Sale of ignition system,49.14,1068.48,111.17,,10.42,,821.33,1067.31,5.5,2.2621,
INDOAMIN,20.14,0.7895,10.79,54.25,1.3,6.84,chemical manufacturing,10.79,1159.66,79.33,,8.84,310.88,393.78,897.46,6.52,7.2588,
INDOBORAX,13.0,0.0,15.67,120.47,20.85,23.33,Manufacturer of Chemicals,15.67,215.45,50.27,,12.42,,386.58,404.87,13.61,3.209,
INDOCO,-10.59,1.1113,-10.7,100.99,1.13,-5.35,PHARMACEUTICAL,-10.69,1845.32,-98.7,,-3.81,1035.85,932.11,2593.27,25.93,9.23,
INDOFARM,4.44,0.2665,5.14,115.81,2.93,5.61,,5.14,440.02,24.69,,3.21,148.28,556.48,770.35,73.17,4.8052,
INDORAMA,28.93,2.1796,5.75,19.88,0.75,3.06,Polyester,5.75,4910.06,150.21,,4.63,1131.6,519.17,3244.09,16.82,26.111,
INDOSTAR,3.71,0.0,9.73,234.16,,10.08,Financial & Investing Activities,9.72,1393.12,140.45,,1.48,,3782.62,9516.51,36.16,16.154,
INDOTECH,24.82,0.0139,87.26,351.89,2.58,11.86,Manufacture and sale of Transformers,87.26,782.08,92.77,,16.73,5.2,373.71,554.56,62.63,1.062,
INDOTHAI,23.07,0.0,5.39,22.3,,63.73,,5.27,103.81,66.16,,17.69,,286.79,374.09,3.29,12.8618,
INDOUS,14.18,0.4002,6.54,46.15,3.05,11.88,Seed Cultivation| Processing & Trading,6.54,110.44,13.12,,9.86,37.04,92.53,133.1,6.12,2.0052,
INDOWIND,0.09,0.0316,0.02,19.15,18.34,0.86,POWER  GENERATION,0.02,31.1,0.27,,0.08,9.74,308.25,347.86,8.54,16.1002,
INDRAMEDCO,24.8,0.0,20.03,80.76,2.46,12.39,HEALTHCARE,20.03,1482.51,183.62,,18.52,,740.37,991.36,4.93,9.167,
INDSWFTLAB,2.99,0.0129,4.95,159.38,3.83,6.46,PHARMACEUTICALS,4.84,641.29,41.42,,2.47,17.91,1383.97,1673.35,429.85,8.6837,
INDTERRAIN,-2.67,0.4545,-0.98,36.31,1.77,-1.3,Apparels and Accessories,-0.98,377.67,-4.91,,-1.12,83.6,183.92,438.98,0.05,5.065,
INDUSFILA,19.39,-1.6463,-5.04,-259.91,2.5,,Textile,-5.04,0.0,-2.57,,-20.12,21.86,-13.28,12.79,0.05,0.0511,
INDUSINDBK,,,,,,,,,,,,,,,543419.06,,77.911,
INDUSTOWER,18.02,0.0002,27.09,150.28,1.72,21.99,Passive Infrastructure,27.09,32493.1,7144.9,,10.02,920.9,39645.6,71316.1,47.3,263.81,
INFOBEAN,20.96,0.0,8.93,42.65,10.14,16.87,Information Technology,8.91,513.57,86.66,,17.71,,413.55,489.35,59.38,9.6959,
INFOMEDIA,4.9,-0.6289,-0.6,-12.2,1.72,,The Company has discontinued its operations| hence there is no separate reportable business or geographical segments as per IND AS 108 operating segments.,-0.6,0.0,-3.0,,-30.74,38.5,-61.22,9.77,0.0,5.0194,
INFY,36.12,0.0,70.87,199.49,2.03,19.63,Single segment,70.78,148819.0,29211.0,,23.06,,80874.0,126691.0,8727.0,405.4,
INGERRAND,41.58,0.0,81.1,195.03,1.87,18.39,Air Solutions,81.1,1392.37,256.03,,25.63,,615.72,998.93,157.52,3.157,
INNOVACAP,9.44,0.3624,14.63,154.94,1.81,6.44,Drugs and Pharmaceutical  products,14.63,1298.81,83.69,,5.41,321.3,886.65,1547.09,1.36,5.7225,
INNOVANA,13.1,0.0269,17.78,135.21,2.38,27.65,,17.78,132.31,36.59,,10.02,7.52,279.34,365.01,9.56,2.066,
INNOVISION,12.36,0.4203,16.79,123.55,2.55,3.71,,16.79,980.78,36.35,,7.67,123.64,294.2,473.82,50.66,2.3813,
INOXGREEN,6.03,0.0515,2.74,42.72,2.87,36.81,,2.74,281.01,103.45,,4.9,88.28,1715.11,2112.86,86.89,40.149,
INOXINDIA,22.17,0.0006,27.81,125.46,1.84,16.21,MANUFACTURER OF CYROGENIC TANKS,27.73,1557.27,252.39,,12.62,69.5,1138.68,2000.28,13.1,9.0763,
INOXWIND,5.84,0.2017,2.65,44.51,2.01,10.21,Single Segment,2.65,4397.12,449.09,,3.72,1551.47,7692.05,12067.76,130.81,172.824,
INSECTICID,11.42,0.1182,47.91,419.42,1.96,6.51,Agro-chemicals,47.91,2140.01,139.41,,6.97,144.29,1220.41,2000.18,87.23,2.9098,
INSPIRISYS,21.92,0.0068,9.66,44.05,1.66,8.21,,9.66,466.24,38.26,,10.82,1.18,174.51,353.76,6.78,3.962,
INTELLECT,10.73,0.0,24.99,229.04,2.11,11.3,Product Company,24.31,3038.18,343.25,,7.5,0.0,3199.23,4579.65,452.44,13.9678,
INTENTECH,-20.01,0.0015,-8.86,44.34,1.86,-22.83,The Company's operations predominantly relates to software products| solutions and related services,-8.52,90.59,-20.68,,-13.3,0.16,103.35,155.52,33.28,2.3308,
INTERARCH,15.27,0.017,80.41,525.35,1.95,7.09,PEB STEEL,79.86,1898.0,134.52,,10.34,15.0,881.12,1300.97,20.61,1.6772,
INTLCONV,16.11,0.1723,10.77,66.51,4.92,32.08,,10.74,213.13,68.38,,12.02,73.11,424.33,568.71,9.39,6.38,
